timestamp,distance,cycles,active time,activity type,active calories,timestamp 16,heart rate,intensity,duration min,ascent,descent
2024-04-17T21:39:00.000Z,0.00,0,89.000,generic,7,,,,39,,
2024-04-17T21:39:00.000Z,226.90,285,477.000,walking,37,,,,39,,
2024-04-17T21:39:00.000Z,,,,,,,,,,,
2024-04-17T21:39:00.000Z,,,,,,,,,,,
,,,,,,62896,113,,,,
,,0,112.000,generic,8,62896,,6,,,
,,,,,,62956,95,,,,
,,,,,,63016,87,,,,
2024-04-17T21:42:00.000Z,,,,sedentary,,,,3,,,
,,,,,,63076,90,,,,
,,,,,,63136,88,,,,
2024-04-17T21:44:00.000Z,,,,sedentary,,,,0,,,
,,,,,,63196,87,,,,
,,,,,,63256,93,,,,
,,,,,,63376,89,,,,
,,,,,,63436,88,,,,
,,,,,,63496,92,,,,
,,,,,,63556,91,,,,
,,,,,,63676,94,,,,
,,,,,,63736,90,,,,
,,,,,,63796,93,,,,
,,,,,,63856,88,,,,
,,,,,,64036,87,,,,
2024-04-17T21:59:00.000Z,,,,sedentary,,,,3,,,
,,,,,,64096,86,,,,
2024-04-17T22:00:00.000Z,,,,sedentary,,,,0,,,
,,,,,,64156,88,,,,
2024-04-17T22:01:00.000Z,,,,sedentary,,,,0,,,
,,,,,,64216,85,,,,
,,,,,,64276,88,,,,
,,,,,,64336,92,,,,
,,,,,,64396,97,,,,
2024-04-17T22:05:00.000Z,,,,sedentary,,,,4,,,
,,,,,,64456,107,,,,
,,308,537.000,walking,42,64456,,0,,,
,,,,,,64516,105,,,,
,,0,146.000,generic,10,64516,,1,,,
,,,,,,64576,82,,,,
2024-04-17T22:08:00.000Z,,,,sedentary,,,,0,,,
,,,,,,64636,80,,,,
,,,,,,64696,84,,,,
,,,,,,64756,86,,,,
,,,,,,64876,87,,,,
,,,,,,64936,89,,,,
2024-04-17T22:15:00.000Z,,,,sedentary,,,,4,,,
,,,,,,65056,84,,,,
2024-04-17T22:16:00.000Z,,,,sedentary,,,,0,,,
,,,,,,65116,83,,,,
2024-04-17T22:17:00.000Z,,,,sedentary,,,,2,,,
,,,,,,65176,81,,,,
,,,,,,65236,82,,,,
2024-04-17T22:19:00.000Z,,,,sedentary,,,,0,,,
,,,,,,65296,86,,,,
2024-04-17T22:20:00.000Z,,,,sedentary,,,,1,,,
,,,,,,65356,85,,,,
,,,,,,65416,83,,,,
,,,,,,65476,81,,,,
2024-04-17T22:23:00.000Z,,,,sedentary,,,,0,,,
,,,,,,0,87,,,,
,,,,,,120,85,,,,
,,,,,,180,81,,,,
2024-04-17T22:27:00.000Z,,,,sedentary,,,,3,,,
,,,,,,240,79,,,,
,,,,,,300,80,,,,
,,,,,,360,83,,,,
,,,,,,420,82,,,,
,,,,,,480,81,,,,
,,,,,,540,82,,,,
,,,,,,600,80,,,,
,,,,,,720,83,,,,
,,,,,,780,81,,,,
,,,,,,840,80,,,,
,,,,,,900,82,,,,
,,,,,,960,83,,,,
,,,,,,1020,81,,,,
,,,,,,1080,83,,,,
,,,,,,1140,81,,,,
,,,,,,1200,83,,,,
,,,,,,1260,81,,,,
,,,,,,1320,82,,,,
2024-04-17T22:46:00.000Z,,,,sedentary,,,,0,,,
,,,,,,1380,83,,,,
,,,,,,1440,81,,,,
2024-04-17T22:48:00.000Z,,,,sedentary,,,,3,,,
,,,,,,1500,74,,,,
,,,,,,1560,75,,,,
,,,,,,1740,77,,,,
,,,,,,1800,78,,,,
,,,,,,1860,77,,,,
2024-04-17T22:56:00.000Z,,,,sedentary,,,,0,,,
,,,,,,1980,76,,,,
2024-04-17T22:57:00.000Z,,,,sedentary,,,,4,,,
,,,,,,2040,80,,,,
,,,,,,2100,73,,,,
,,,,,,2160,71,,,,
2024-04-17T23:00:00.000Z,,,,sedentary,,,,0,,,
,,,,,,2280,72,,,,
,,,,,,2340,74,,,,
,,,,,,2400,73,,,,
,,,,,,2460,74,,,,
,,,,,,2520,75,,,,
,,,,,,2580,71,,,,
,,,,,,2640,73,,,,
,,,,,,2820,74,,,,
,,,,,,3060,73,,,,
,,,,,,3120,74,,,,
,,,,,,3180,79,,,,
,,,,,,3240,69,,,,
,,,,,,3360,74,,,,
,,,,,,3420,67,,,,
,,,,,,3540,70,,,,
2024-04-17T23:23:00.000Z,,,,sedentary,,,,0,,,
,,,,,,3600,69,,,,
2024-04-17T23:24:00.000Z,,,,sedentary,,,,1,,,
,,,,,,3660,68,,,,
,,,,,,3840,67,,,,
,,,,,,3900,72,,,,
,,,,,,3960,65,,,,
,,,,,,4020,67,,,,
,,,,,,4080,70,,,,
,,,,,,4140,67,,,,
,,,,,,4200,72,,,,
,,,,,,4260,69,,,,
,,,,,,4320,63,,,,
,,,,,,4380,64,,,,
,,,,,,4440,65,,,,
,,,,,,4500,67,,,,
,,,,,,4560,66,,,,
,,,,,,4620,68,,,,
,,,,,,4740,69,,,,
,,,,,,4860,70,,,,
,,,,,,4920,66,,,,
,,,,,,5040,68,,,,
,,,,,,5100,67,,,,
,,,,,,5160,63,,,,
,,,,,,5220,65,,,,
,,,,,,5280,66,,,,
,,,,,,5340,67,,,,
,,,,,,5460,66,,,,
,,,,,,5520,67,,,,
,,,,,,5640,66,,,,
,,,,,,5700,67,,,,
,,,,,,5760,66,,,,
2024-04-18T00:00:00.000Z,,,,sedentary,,,,0,,,
,,,,,,6240,65,,,,
,,,,,,6300,66,,,,
2024-04-18T00:09:00.000Z,,,,sedentary,,,,0,,,
,,,,,,6420,73,,,,
