timestamp,distance,cycles,active time,activity type,active calories,timestamp 16,heart rate,intensity,duration min,ascent,descent
2024-04-23T21:00:00.000Z,,,,,,,,,,,
2024-04-23T21:00:00.000Z,,,,,,,,,,,
,,,,,,54668,62,,,,
,,,,,,54728,63,,,,
,,,,,,54788,62,,,,
,,,,,,54848,63,,,,
,,,,,,55028,61,,,,
2024-04-23T21:07:00.000Z,,,,sedentary,,,,3,,,
,,,,,,55108,,,,4.800,
,,,,,,55128,,,,1.498,
,,,,,,55148,86,,,,
,,91,57.000,walking,3,55148,,1,,,
,,,,,,55208,97,,,,
,,,,,,55268,87,,,,
,,,,,,55328,82,,,,
,,,,,,55388,65,,,,
,,,,,,55448,58,,,,
,,,,,,55508,62,,,,
2024-04-23T21:15:00.000Z,,,,sedentary,,,,5,,,
,,,,,,55568,76,,,,
,,131,69.000,walking,3,55568,,3,,,
,,,,,,55628,83,,,,
2024-04-23T21:17:00.000Z,,,,sedentary,,,,5,,,
,,,,,,55688,82,,,,
,,148,74.000,walking,3,55688,,2,,,
,,,,,,55748,80,,,,
,,,,,,55808,77,,,,
,,,,,,55868,76,,,,
2024-04-23T21:21:00.000Z,,,,sedentary,,,,6,,,
,,,,,,55928,79,,,,
,,157,78.000,walking,3,55928,,1,,,
,,,,,,55988,88,,,,
,,,,,,56048,87,,,,
,,,,,,56108,75,,,,
,,,,,,56168,70,,,,
2024-04-23T21:26:00.000Z,,,,sedentary,,,,5,,,
,,,,,,56228,64,,,,
2024-04-23T21:27:00.000Z,,,,sedentary,,,,0,,,
,,,,,,56288,68,,,,
,,,,,,56408,72,,,,
,,,,,,56468,69,,,,
,,,,,,56528,68,,,,
,,,,,,56588,62,,,,
2024-04-23T21:33:00.000Z,,,,sedentary,,,,4,,,
,,,,,,56648,63,,,,
,,170,80.000,walking,3,56648,,4,,,
,,,,,,56708,73,,,,
,,,,,,56768,68,,,,
,,,,,,56828,69,,,,
,,,,,,56888,67,,,,
,,,,,,56948,66,,,,
,,,,,,57068,62,,,,
,,,,,,57128,65,,,,
2024-04-23T21:42:00.000Z,,,,sedentary,,,,4,,,
,,,,,,57188,64,,,,
,,,,,,57248,55,,,,
2024-04-23T21:44:00.000Z,,,,sedentary,,,,0,,,
,,,,,,57308,62,,,,
2024-04-23T21:45:00.000Z,,,,sedentary,,,,1,,,
,,,,,,57428,58,,,,
,,,,,,57488,62,,,,
,,,,,,57548,54,,,,
,,,,,,57608,57,,,,
,,,,,,57668,60,,,,
,,,,,,57788,59,,,,
,,,,,,57848,60,,,,
,,,,,,57908,57,,,,
,,,,,,57968,56,,,,
,,,,,,58028,57,,,,
,,,,,,58088,56,,,,
,,,,,,58148,55,,,,
,,,,,,58208,56,,,,
2024-04-23T22:00:00.000Z,,,,sedentary,,,,0,,,
,,,,,,58268,57,,,,
,,,,,,58508,58,,,,
,,,,,,58688,59,,,,
,,,,,,58748,60,,,,
,,,,,,58808,57,,,,
,,,,,,59228,58,,,,
