timestamp,distance,cycles,active time,activity type,active calories,timestamp 16,heart rate,intensity,duration min,ascent,descent
2024-04-24T21:00:00.000Z,,,,,,,,,,,
2024-04-24T21:00:00.000Z,,,,,,,,,,,
,,,,,,9996,55,,,,
,,,,,,10056,58,,,,
,,,,,,10116,55,,,,
,,,,,,10176,54,,,,
2024-04-24T21:04:00.000Z,,,,sedentary,,,,3,,,
,,,,,,10236,55,,,,
2024-04-24T21:05:00.000Z,,,,sedentary,,,,0,,,
,,,,,,10356,56,,,,
,,,,,,10416,53,,,,
,,,,,,10476,54,,,,
,,,,,,10536,55,,,,
,,,,,,10596,53,,,,
,,,,,,10656,56,,,,
,,,,,,10716,55,,,,
,,,,,,10776,60,,,,
,,,,,,10836,57,,,,
,,,,,,10896,53,,,,
,,,,,,10956,50,,,,
,,,,,,11016,52,,,,
,,,,,,11076,54,,,,
,,,,,,11136,51,,,,
,,,,,,11196,50,,,,
,,,,,,11256,51,,,,
,,,,,,11316,49,,,,
,,,,,,11376,51,,,,
2024-04-24T21:24:00.000Z,,,,sedentary,,,,3,,,
,,,,,,11436,49,,,,
,,,,,,11493,,,,6.263,
,,,,,,11496,61,,,,
,,94,43.000,walking,0,11496,,2,,,
,,,,,,11556,92,,,,
,,,,,,11616,81,,,,
,,,,,,11676,75,,,,
,,,,,,11796,84,,,,
,,,,,,11856,58,,,,
,,,,,,11916,57,,,,
,,,,,,11976,69,,,,
,,,,,,12036,61,,,,
,,,,,,12096,60,,,,
,,,,,,12156,68,,,,
,,,,,,12216,69,,,,
,,,,,,12276,61,,,,
,,,,,,12336,66,,,,
,,,,,,12396,55,,,,
2024-04-24T21:41:00.000Z,,,,sedentary,,,,4,,,
,,,,,,12456,59,,,,
2024-04-24T21:42:00.000Z,,,,sedentary,,,,0,,,
,,,,,,12516,60,,,,
,,,,,,12576,58,,,,
2024-04-24T21:44:00.000Z,,,,sedentary,,,,3,,,
,,,,,,12636,52,,,,
,,,,,,12696,53,,,,
,,,,,,12756,56,,,,
,,,,,,12816,55,,,,
,,,,,,12876,49,,,,
,,,,,,12936,55,,,,
,,,,,,12996,54,,,,
,,,,,,13056,53,,,,
,,,,,,13116,50,,,,
,,,,,,13176,53,,,,
