timestamp,user report
21:00,0
21:00,0
21:00,0
21:00,0
21:00,0
21:00,0
21:00,0
21:06,0
21:06,0
21:06,0
21:06,0
21:08,0
21:08,0
21:08,0
21:08,0
21:08,0
21:08,0
21:08,0
21:08,0
21:15,0
21:15,0
21:15,0
21:15,0
21:18,0
21:18,0
21:18,0
21:18,0
21:18,0
21:18,0
21:18,0
21:18,0
21:18,0
21:18,0
21:18,0
21:18,0
21:30,0
21:30,0
21:31,0
21:31,0
21:32,0
21:32,0
21:33,0
21:33,0
21:33,0
21:33,0
21:36,0
21:36,0
21:37,0
21:37,0
21:37,0
21:37,0
21:37,0
21:37,0
21:37,0
21:44,0
21:44,0
21:44,0
21:44,0
21:44,0
21:44,0
21:44,0
21:44,0
21:44,0
21:44,0
21:54,0
21:54,0
21:55,0
21:55,0
21:55,0
21:55,0
21:55,0
21:55,0
22:00,0
22:00,0
22:01,0
22:01,0
22:01,0
22:03,0
22:03,0
22:04,0
22:04,0
22:04,0
22:04,0
22:04,0
22:04,0
22:04,0
22:04,0
22:04,0
22:12,1
22:12,1
22:12,1
22:12,1
22:12,1
22:15,0
22:15,0
22:15,0
22:15,0
22:18,0
22:18,0
22:18,0
22:18,0
22:20,0
22:20,0
22:20,0
22:20,0
22:20,0
22:20,0
22:20,0
22:26,0
22:26,0
22:26,0
22:26,0
22:26,0
22:26,0
22:26,0
22:26,0
22:26,0
22:26,0
22:26,0
22:26,0
22:26,0
22:26,0
22:26,0
22:26,0
22:26,0
22:26,0
22:26,0
22:26,0
22:26,0
22:26,0
22:26,0
23:00,0
23:00,0
23:00,0
23:07,0
23:07,0
23:07,0
23:07,0
23:10,0
23:10,0
23:13,0
23:13,0
23:14,0
23:14,0
23:15,0
23:15,0
23:16,0
23:16,0
23:16,0
23:16,0
23:16,0
23:16,0
23:16,0
23:16,0
23:16,0
23:16,0
23:16,0
23:16,0
23:16,0
23:16,0
23:16,0
23:16,0
23:40,0
23:41,0
23:41,0
23:42,0
23:42,0
23:43,0
23:43,0
23:43,0
23:43,0
23:43,0
23:43,0
23:43,0
23:43,0
23:43,0
23:43,0
23:43,0
23:53,0
23:53,0
23:54,0
23:54,0
23:54,0
23:54,0
23:54,0
23:54,0
23:54,0
00:00,0
00:00,0
00:01,0
00:01,0
00:02,0
00:02,0
00:03,0
00:03,0
00:04,0
00:04,0
00:04,0
00:04,0
00:08,0
00:08,0
00:09,0
00:09,0
00:09,0
00:09,0
00:12,0
00:12,0
00:13,0
00:13,0
00:13,0
00:13,0
00:13,0
00:23,0
00:23,0
00:23,0
00:25,0
00:25,0
00:25,0
00:25,0
00:25,0
00:25,0
00:31,0
00:32,0
00:32,0
00:32,0
00:34,0
00:34,0
00:35,0
00:35,0
00:35,0
00:35,0
00:35,0
00:35,0
00:35,0
00:35,0
00:44,0
00:44,0
00:46,0
00:46,0
00:46,0
00:46,0
00:46,0
00:46,0
00:46,0
00:53,0
00:53,0
00:55,0
00:55,0
00:55,0
00:55,0
00:55,0
01:00,0
01:00,0
01:00,0
01:00,0
01:00,0
01:00,0
01:05,0
01:05,0
01:06,0
01:06,0
01:06,0
01:06,0
01:06,0
01:11,0
01:11,0
01:11,0
01:13,0
01:13,0
01:13,0
01:13,0
01:13,0
01:13,0
01:13,0
01:13,0
01:13,0
01:22,0
01:22,0
01:22,0
01:24,0
01:24,0
01:24,0
01:24,0
01:27,0
01:27,0
01:28,0
01:28,0
01:28,0
01:28,0
01:28,0
01:28,0
